User,User id,User description,location,time zone,user language,followers count,user follows count,tweet count,profile created,default profile img,user verified,tweet text,tweet id,tweeted at,favorite count,retweeted,retweet count,language,geo,hashtags,urls
Myrna Goldstein,4915718896,,,,en,132,77,5180,Mon Feb 15 20:56:11 +0000 2016,False,False,RT @Wisdom_Matters: I think it is past time to be laughing at Trump or even calling him crazy and pointing out he really is mentally ill.,727603566270132226,Tue May 03 20:59:43 +0000 2016,0,False,4,en,,[],[]
Sharon Cash,4195629291,"Christian,,Proud to be an American. Trump Supporter,So Proud of our Military &families,Member of GRITS","Florida, USA",,en,358,535,3711,Sun Nov 15 17:54:05 +0000 2015,False,False,RT @jojoh888: Calling all #AsiansForTrump to #MakeAmericaGreatAgain follow &amp; join #latinosfortrump #Trump2016 #AlwaysTrump #MAGA https://t.…,727603565947019264,Tue May 03 20:59:42 +0000 2016,0,False,263,en,,"[{u'indices': [26, 41], u'text': u'AsiansForTrump'}, {u'indices': [45, 67], u'text': u'MakeAmericaGreatAgain'}, {u'indices': [86, 102], u'text': u'latinosfortrump'}, {u'indices': [103, 113], u'text': u'Trump2016'}, {u'indices': [114, 126], u'text': u'AlwaysTrump'}, {u'indices': [127, 132], u'text': u'MAGA'}]",[]
John/TheCitySquare,1209684721,Advocate of freedom,SF Bay Area,Pacific Time (US & Canada),en,6727,6831,19911,Fri Feb 22 20:12:27 +0000 2013,False,False,RT @MyDplace: Dear Second Amendment Lovers: Read This Before You Blow Off Trump or Cruz https://t.co/WcNZSjNXYR via @Doug_Giles,727603565565349888,Tue May 03 20:59:42 +0000 2016,0,False,1,en,,[],"[{u'url': u'https://t.co/WcNZSjNXYR', u'indices': [88, 111], u'expanded_url': u'http://goo.gl/iuGqFA', u'display_url': u'goo.gl/iuGqFA'}]"
Christina Pimental,158064102,Professional Mobile Notary~eClosing Agent~ Forms,"Vacaville, CA ",Pacific Time (US & Canada),en,3068,3077,106030,Mon Jun 21 17:43:24 +0000 2010,False,False,"RT @rttuuusp: @mitchellvii All your predictions have been right,I think Cruz one may be wrong,hes self desctructin and wants to take Trump…",727603565141725184,Tue May 03 20:59:42 +0000 2016,0,False,2,en,,[],[]
debdlund,33527531,Love God and I work hard.,,Eastern Time (US & Canada),en,2639,1913,102795,Mon Apr 20 14:24:51 +0000 2009,False,False,Police Are Looking For An Alleged Trump Supporter Who Attacked A Muslim Woman https://t.co/RmFLcjlJvg,727603564927979521,Tue May 03 20:59:42 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/RmFLcjlJvg', u'indices': [78, 101], u'expanded_url': u'http://huff.to/26PCFn4', u'display_url': u'huff.to/26PCFn4'}]"
Stella,849862741,"I Love The United States of America with my whole HOPEFUL HEART! It's not perfect, but it's the BEST thing to happen to this planet since our Lord Jesus Christ.",United States,,en,5570,5483,31703,Thu Sep 27 19:51:56 +0000 2012,False,False,RT @AnnaShahan: @syoka68 Thanks for info. If the sun stopped shining tomorrow Cruz wld blame it on Trump.,727603564793704448,Tue May 03 20:59:42 +0000 2016,0,False,2,en,,[],[]
Fran Rizzo,1898404302,To all the TRUMPSTERSwho feel the need to tell me you are blocking me. save your tweets.. IDGAF.. don't know you don't want to ..CRUZ2016,United States of America,Eastern Time (US & Canada),en,863,1013,6524,Mon Sep 23 21:17:34 +0000 2013,False,False,@RareTrumpSteak @DawnSwe12515208 @amandacarpenter I am sure Trump was in on it.. #TrumpLovesPecker,727603564101701633,Tue May 03 20:59:42 +0000 2016,0,False,0,en,,"[{u'indices': [81, 98], u'text': u'TrumpLovesPecker'}]",[]
Nancy Rios,4875977234,"Happily married grandmother of ten, penning an autobiography, real estate investor, retired, supports Mr. Trump!  NO LISTS or BLOCKED!","California, USA",,en,4188,4828,18333,Sun Feb 07 23:41:58 +0000 2016,False,False,RT @gqforbes: DEMOCRAT Presidential Candidate Jim WEBB ENDORSES @realDonaldTRUMP! https://t.co/nTJeuL1sx1 #dtmag https://t.co/ziJBMwgjpm,727603564059582464,Tue May 03 20:59:42 +0000 2016,0,False,237,en,,"[{u'indices': [106, 112], u'text': u'dtmag'}]","[{u'url': u'https://t.co/nTJeuL1sx1', u'indices': [82, 105], u'expanded_url': u'http://dailysurge.com/2016/03/former-democrat-presidential-candidate-jim-webb-endorses-trump/#', u'display_url': u'dailysurge.com/2016/03/former\u2026'}]"
Rose Stafford,4221892522,Striving to get my country back UNITED! Marco Rubio is now my pick for POTUS! Strong practicing Catholic. God bless our military and police.,mid west,,en,2375,1070,95049,Wed Nov 18 23:15:44 +0000 2015,False,False,RT @KittyCatGranny: #NeverTrump   Trump bizarrely links Cruz’s father to JFK assassin; Cruz goes ballistic https://t.co/P0Mm3qPMC3,727603562335875072,Tue May 03 20:59:42 +0000 2016,0,False,1,en,,"[{u'indices': [20, 31], u'text': u'NeverTrump'}]","[{u'url': u'https://t.co/P0Mm3qPMC3', u'indices': [107, 130], u'expanded_url': u'http://a.msn.com/01/en-us/BBsAQ5M?ocid=st', u'display_url': u'a.msn.com/01/en-us/BBsAQ\u2026'}]"
Trump Revolution,4826912636,"YUGE Trump supporter! CA mom, wife, professional, advocate 4 sustainable fair trade. USA sovereignty v. globalist NAU Naomi Kulkarni",Orange County Ca. ,,en,2338,90,49963,Thu Jan 28 19:58:41 +0000 2016,False,False,"RT @umpire43: LOOK AT THIS!!!!  WV New poll  Trump 61% Cruz 22% Kasich 14%        General  Trump 74% Hillary 23% ( Hillary said""I will get…",727603561752748032,Tue May 03 20:59:41 +0000 2016,0,False,34,en,,[],[]
davey crokett,352345266,"Conservative Catholic, Tea Party Patriot, NRA Patron Life Member, Hunter, Outdoorsman, Life Liberty & the Pursuit of Happiness",upstate ny,Pacific Time (US & Canada),en,1894,2401,22881,Wed Aug 10 13:55:53 +0000 2011,False,False,RT @libertyeyez: My home with all my beliefs lol I believe in Trump with be our next POTUS &amp; I believe in Coal w/ my beautiful flag. https:…,727603561375383553,Tue May 03 20:59:41 +0000 2016,0,False,33,en,,[],[]
JUNIOR,3136161212,#ImWithHer,"New Jersey, USA",,en,941,840,88260,Fri Apr 03 14:45:52 +0000 2015,False,False,RT @GlennKesslerWP: @BuzzFeedBen We've have hit him on this repeatedly--and credited BuzzFeed https://t.co/ZKNWBgUB9N https://t.co/emM2hNRO…,727603560930742272,Tue May 03 20:59:41 +0000 2016,0,False,1,en,,[],"[{u'url': u'https://t.co/ZKNWBgUB9N', u'indices': [94, 117], u'expanded_url': u'https://www.washingtonpost.com/news/fact-checker/wp/2016/02/25/timeline-of-trumps-comments-on-iraq-invasion-not-loud-not-strong-and-no-headlines/', u'display_url': u'washingtonpost.com/news/fact-chec\u2026'}, {u'url': u'https://t.co/emM2hNROGY', u'indices': [118, 140], u'expanded_url': u'https://www.washingtonpost.com/news/fact-checker/wp/2015/10/21/donald-trumps-baseless-claim-that-the-bush-white-house-tried-to-silence-his-iraq-war-opposition-in-2003/', u'display_url': u'washingtonpost.com/news/fact-chec\u2026'}]"
James Thomson,408173148,"I am JThomScott, ¯\_(ツ)_/¯ I like TV, movies, local bands, stand-up comedy, good food, and more ( like chocolate).",in my living room,,en,120,100,12641,Wed Nov 09 02:32:22 +0000 2011,False,False,RT @FrankLuntz: #NeverTrump Republicans will have to make a choice in November about who they dislike more – Donald Trump or Hillary Clinto…,727603560926556161,Tue May 03 20:59:41 +0000 2016,0,False,32,en,,"[{u'indices': [16, 27], u'text': u'NeverTrump'}]",[]
Chris Lawton,41385012,"Entrepreneur, Patriot, Liberty, Freedom, Prosperity,   Constitutionally Conservative,","Greenville, SC",Eastern Time (US & Canada),en,4222,5001,48525,Wed May 20 15:51:53 +0000 2009,False,False,RT @USAforTrump2016: Billionaire Owner of the New England Patriots Robert Kraft has endorsed Donald Trump! #TeamTrump #Trump2016 https://t.…,727603560674930689,Tue May 03 20:59:41 +0000 2016,0,False,156,en,,"[{u'indices': [107, 117], u'text': u'TeamTrump'}, {u'indices': [118, 128], u'text': u'Trump2016'}]",[]
Hiram Van Landingham,712400058403033088,"Hearts get broke, minds get woke.",AMERICA,,en,143,447,1403,Tue Mar 22 22:06:24 +0000 2016,False,False,@USInGodWeTrust @Trump_Train2016 @MattWalshBlog Tell me about some great conservative Hispanic or African countries please,727603559626252288,Tue May 03 20:59:41 +0000 2016,0,False,0,en,,[],[]
bst,2858075577,,,,en,1,10,128,Mon Nov 03 02:33:26 +0000 2014,False,False,@David_Gergen Sour grapes on your part.  News is news. You have attacked Trump continually. Take a nap.,727603559198527489,Tue May 03 20:59:41 +0000 2016,0,False,0,en,,[],[]
Keasha,4850939302,Never over do it...  I do what I can ✨,,,en,303,290,1320,Tue Jan 26 19:42:58 +0000 2016,False,False,First year I could vote &amp; I was in dat thingg lol we can't let Trump get in office 🙅,727603559118802944,Tue May 03 20:59:41 +0000 2016,0,False,0,en,,[],[]
Citizen Wald,9516022,"Jim Wald: cultural, book historian; historic preservationist; evolving into an agnostic...an egotist, a pessimist & an anarchist or an illuminated vase of odors","Amherst, MA",Eastern Time (US & Canada),en,2396,2648,46654,Thu Oct 18 06:23:14 +0000 2007,False,False,"Just when couldn't get any sillier Trump says Cruz's dad helped JFK killer, Cruz accuses Trump of phallic insecurity https://t.co/hYbZUb45Ep",727603558045130752,Tue May 03 20:59:41 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/hYbZUb45Ep', u'indices': [117, 140], u'expanded_url': u'http://www.thedailybeast.com/cheats/2016/05/03/cruz-explodes-trump-a-pathological-liar.html?via=newsletter&source=CSPMedition', u'display_url': u'thedailybeast.com/cheats/2016/05\u2026'}]"
Serina Porter,2527794356,❤️,"Ohio, USA",,en,174,701,552,Tue May 27 16:18:33 +0000 2014,False,False,RT @RyanStone024: Would rather have Obama for a third term than Hillary or Trump #TheKidsWontBeAlright,727603557969502208,Tue May 03 20:59:41 +0000 2016,0,False,1,en,,"[{u'indices': [81, 102], u'text': u'TheKidsWontBeAlright'}]",[]
Rhonda,711453523209117696,"I love my children , grandchildren ,family and my country however God is first. I love to laugh enjoy the outdoors and I'm a dreamer. Trump our vets& music.","Cedar City, UT",,en,199,359,1381,Sun Mar 20 07:25:12 +0000 2016,False,False,"RT @RogerJStoneJr: Hey @alexisGrenell Juanita Brodderick NOT"" the only such allegation( of Rape) by @billclinton , @ClintonsWar https://t.c…",727603557369675776,Tue May 03 20:59:40 +0000 2016,0,False,31,en,,[],"[{u'url': u'https://t.co/v17JTMydOR', u'indices': [139, 140], u'expanded_url': u'http://www.thedailybeast.com/articles/2016/05/03/donald-trump-played-the-woman-card-he-s-still-holding-the-rape-card.html', u'display_url': u'thedailybeast.com/articles/2016/\u2026'}]"
BLKGayProudDem,1468043449,Political #GayActivists #DEMS #BridalConsultant #Florist #EventPlanner #BlkGayProudDem #LGBTQ #ImWithHer #HillYes #Hillary2016, #VIRGINIA #KEYWEST,Arizona,en,961,2221,16889,Wed May 29 19:05:04 +0000 2013,False,False,"RT @benchmarkpol: After hours of reports, I'm honestly still feeling great about our +6% for Trump and +3% for Clinton projections.",727603557336268800,Tue May 03 20:59:40 +0000 2016,0,False,24,en,,[],[]
TAMARA,1167655052,"Small business owner.  Conservative.  Taught importance of work ethic.  Raise chickens for fun.  Member American Silkie Bantam Club.
#WomenForTrump",,Central Time (US & Canada),en,940,895,13113,Mon Feb 11 02:55:34 +0000 2013,False,False,RT @mitchellvii: #NeverTrump Cruzers will roll to Trump in the GE when they see how much fun we are having. :-) https://t.co/vjIDmd8eUS,727603557294350338,Tue May 03 20:59:40 +0000 2016,0,False,202,en,,"[{u'indices': [17, 28], u'text': u'NeverTrump'}]",[]
GrowItGreenMotown,1710653749,We create sustainable farms and gardens to be a catalyst for positive change in the Greater #Morristown Community. a 501(c)(3) nonprofit organization.,"Morristown, NJ",Eastern Time (US & Canada),en,591,570,669,Thu Aug 29 17:56:43 +0000 2013,False,False,"#SmartSnacks? Not really. Once again the processed food lobby’s interests are likely to trump kids’ #health. 
 https://t.co/CzJIRZzdkP",727603557025894400,Tue May 03 20:59:40 +0000 2016,0,False,0,en,,"[{u'indices': [0, 12], u'text': u'SmartSnacks'}, {u'indices': [100, 107], u'text': u'health'}]","[{u'url': u'https://t.co/CzJIRZzdkP', u'indices': [111, 134], u'expanded_url': u'https://twitter.com/kedarmankad/status/727598194159288320', u'display_url': u'twitter.com/kedarmankad/st\u2026'}]"
Katlyn Gantt,3907809452,,,,en,9,17,42,Thu Oct 15 23:38:34 +0000 2015,False,False,"RT @FreestyIeRaps: THEY DROVE PAST A TRUMP RALLY AND PLAYED THIS 😂💀
https://t.co/omx14MGsNH",727603556635836416,Tue May 03 20:59:40 +0000 2016,0,False,2873,en,,[],[]
Campaign2016,4867070105,,"Connecticut, USA",Eastern Time (US & Canada),en,67,16,34486,Sun Jan 31 18:43:23 +0000 2016,False,False,"Cruz Explodes: ""Pathological Liar"" Trump ""A Narcissist At A Level I Don't Think This Country Has ... https://t.co/1Q9n0fLHwx",727603555939553280,Tue May 03 20:59:40 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/1Q9n0fLHwx', u'indices': [101, 124], u'expanded_url': u'http://ift.tt/1rjUEkV', u'display_url': u'ift.tt/1rjUEkV'}]"
Sheldon Harding,74529892,"Tax accountant with a heart for small #business and our country. I want even better for my 
#grandchildren. Looking for a few good tweets to RT & find many.",South Aurora Colorado,Mountain Time (US & Canada),en,2886,3363,47484,Tue Sep 15 19:22:37 +0000 2009,False,False,RT @LouDobbs: His wins lead @realDonaldTrump into #IndianaPrimary poised to crush Cruz/Kasich @THEHermanCain joins #LouDobbsTonight #MakeAm…,727603555893268480,Tue May 03 20:59:40 +0000 2016,0,False,83,en,,"[{u'indices': [50, 65], u'text': u'IndianaPrimary'}, {u'indices': [115, 131], u'text': u'LouDobbsTonight'}, {u'indices': [132, 140], u'text': u'MakeAmericaGreatAgain'}]",[]
deborah rieck,461409282,"animal lover, believer, history buff, constitutionalist, senior care advocate and sometime journalist. Owner of Blue Ridge Pet Care. Pet sitting biz.",orange virginia,Atlantic Time (Canada),en,1516,1434,24880,Wed Jan 11 19:35:26 +0000 2012,False,False,"RT @pegcamp78: #Cruz: #Trump is ""narcissist,"" ""serial philanderer."" You know what they say about projecting your faults on others. https://…",727603555029295104,Tue May 03 20:59:40 +0000 2016,0,False,35,en,,"[{u'indices': [15, 20], u'text': u'Cruz'}, {u'indices': [22, 28], u'text': u'Trump'}]",[]
Lurch,1655493013,"US Army Vet. Born in the Capital of the Confederacy, Live in the South, Will die in the South, Deo Vindice and Molon Labe",ATL ,,en,209,583,5424,Thu Aug 08 14:11:16 +0000 2013,False,False,RT @dawnellemurray: NOT #Trump's story - Nat Enquirer broke it. Daddy Cruz with Oswald. Look pretty CHUMMY! @TeamCavuto @seanhannity https:…,727603554442088450,Tue May 03 20:59:40 +0000 2016,0,False,4,en,,"[{u'indices': [24, 30], u'text': u'Trump'}]",[]
BERNIE SANDERS 2016,4889947340,YOU CAN DECIDE AMERICA's FUTURE: JOIN THE POLITICAL REVOLUTION. VOTE FOR BERNIE SANDERS! #FeelTheBern #Bernie2016 #NotMeUs,,,en,2096,624,298,Wed Feb 10 22:46:09 +0000 2016,False,False,Me when Donald Trump opens his mouth... #FeelTheBern #IndianaPrimary #IVoted #NeverTrump #StillSanders https://t.co/7schwkiEQs,727603554341560321,Tue May 03 20:59:40 +0000 2016,1,False,0,en,,"[{u'indices': [40, 52], u'text': u'FeelTheBern'}, {u'indices': [53, 68], u'text': u'IndianaPrimary'}, {u'indices': [69, 76], u'text': u'IVoted'}, {u'indices': [77, 88], u'text': u'NeverTrump'}, {u'indices': [89, 102], u'text': u'StillSanders'}]","[{u'url': u'https://t.co/7schwkiEQs', u'indices': [103, 126], u'expanded_url': u'http://twitter.com/SlayQueenBernie/status/727603554341560321/photo/1', u'display_url': u'pic.twitter.com/7schwkiEQs'}]"
Dwayne R. Saunders,1659405564,,,,en,1931,4330,26062,Sat Aug 10 06:29:20 +0000 2013,False,False,"Cruz Slams Trump as 'Pathological Liar, Amoral, Bully' - https://t.co/sAYSOTT9Yk",727603553133436928,Tue May 03 20:59:39 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/sAYSOTT9Yk', u'indices': [57, 80], u'expanded_url': u'http://www.newsmax.com/t/newsmax/article/726964', u'display_url': u'newsmax.com/t/newsmax/arti\u2026'}]"
vonna husby,1546426322,"DAR, Rotary, Soroptimist, UWA, NEB, 390th Museum, Asst Secy  District 4, & Fairbanks Rep. Women member, & Downtown Assn. Board. Small financial business owner.",My opinions only; no other.,,en,1337,3525,48015,Tue Jun 25 18:52:43 +0000 2013,False,False,"RT @BourneInTexas: Common sense or blind ambition? 

The choice is easy

DONALD TRUMP  VS  TED CRUZ

https://t.co/CkNcWUhZL7 https://t.co/J…",727603759623245824,Tue May 03 21:00:29 +0000 2016,0,False,3,en,,[],"[{u'url': u'https://t.co/CkNcWUhZL7', u'indices': [101, 124], u'expanded_url': u'https://youtu.be/pURQn0txpzA', u'display_url': u'youtu.be/pURQn0txpzA'}]"
kimcheese. {d-23/03},3491473156,brb listening to el dorado until i die,,Pacific Time (US & Canada),en,31,31,19531,Sun Aug 30 13:27:30 +0000 2015,False,False,is wooshin the small one with the red hair please tell me,727603759510106113,Tue May 03 21:00:29 +0000 2016,0,False,0,en,,[],[]
Tony R,2920659436,,"Connecticut, USA",,en,4457,4991,75430,Sun Dec 14 00:41:24 +0000 2014,False,False,"RT @meechee204: .@ppppolls Looks like the people are waking up. At least Trump has experience in creating jobs, which is what America needs…",727603758578937856,Tue May 03 21:00:28 +0000 2016,0,False,1,en,,"[{u'indices': [139, 140], u'text': u'Economy'}]",[]
sandy abrams,26137127,"Author: Your Idea, Inc., #Entrep, #SmBiz Enthusiast/Brand Correspondent, Speaker, Blogger @HuffPostSmBiz, Entrepreneurial Storyteller, Content Curator",So. Cal Beach,Pacific Time (US & Canada),en,15566,9946,23364,Tue Mar 24 00:50:21 +0000 2009,False,False,It's happening NOW! Click to join our convo! #SmBiz #Tech #DreamSmallBiz @SantiagoSolanas https://t.co/6c9vpAzaUK https://t.co/PBablbSJsa,727603758381694977,Tue May 03 21:00:28 +0000 2016,0,False,0,en,,"[{u'indices': [45, 51], u'text': u'SmBiz'}, {u'indices': [52, 57], u'text': u'Tech'}, {u'indices': [58, 72], u'text': u'DreamSmallBiz'}]","[{u'url': u'https://t.co/6c9vpAzaUK', u'indices': [90, 113], u'expanded_url': u'https://blab.im/santiago-solanas-national-small-business-week-how-technology-can-help-small-business-dream-big', u'display_url': u'blab.im/santiago-solan\u2026'}]"
Elizabeth Nunez,711560345878437889,This spring iam going to be 28. I am working as Minister. I like Bridge Building.,"Lexington, KY",,en,69,75,3066,Sun Mar 20 14:29:41 +0000 2016,False,False,Hands Down The Best Mirror Reflection Selfies https://t.co/Quro1xqCA9 #BigTits #Webcam #hotties,727603758260228097,Tue May 03 21:00:28 +0000 2016,0,False,0,en,,"[{u'indices': [70, 78], u'text': u'BigTits'}, {u'indices': [79, 86], u'text': u'Webcam'}, {u'indices': [87, 95], u'text': u'hotties'}]","[{u'url': u'https://t.co/Quro1xqCA9', u'indices': [46, 69], u'expanded_url': u'http://bit.ly/1W2T2J3', u'display_url': u'bit.ly/1W2T2J3'}]"
PG,351950342,"W on my forehead, S on my chest.",,Eastern Time (US & Canada),en,9,49,117,Tue Aug 09 23:15:33 +0000 2011,False,False,"@CharlesVines70 @NomikiKonst tem, etc.) but they do not contribute taxes to pay for them. Trump is being condemned that he wants to ban all",727603757928853504,Tue May 03 21:00:28 +0000 2016,0,False,0,en,,[],[]
Reese Munoz,256734395,North Philly made me ...... #Motivation,,Quito,en,3712,3420,54686,Wed Feb 23 23:56:45 +0000 2011,False,False,RT @IamAkademiks: TI says if Donald Trump wins... Chains and Shackles are next. 👀 https://t.co/QFSDk238to,727603757903695872,Tue May 03 21:00:28 +0000 2016,0,False,2050,en,,[],[]
Derek Hunter,56149176,"Contributing editor at @DailyCaller, columnist at @townhallcom. Smartass in general, cynic in specific. Anonymous accounts are (mostly) ignored. #Caring",Earth,Quito,en,20547,80,62502,Sun Jul 12 18:02:47 +0000 2009,False,True,RT @Timodc: Dear TV news anchors. This is how you cover Donald Trump's gross lies. Hard to believe this has to be said. https://t.co/3tKsT0…,727603757899513856,Tue May 03 21:00:28 +0000 2016,0,False,22,en,,[],"[{u'url': u'https://t.co/3tKsT053ot', u'indices': [120, 140], u'expanded_url': u'https://twitter.com/brianstelter/status/727590710937948160', u'display_url': u'twitter.com/brianstelter/s\u2026'}]"
PaySimple,26347415,Leading Service Commerce Solution to help Small Businesses Thrive!,"Denver, CO",Mountain Time (US & Canada),en,2370,1038,10212,Tue Mar 24 22:53:26 +0000 2009,False,False,How secure is your small business email? https://t.co/wdT5fyi92r,727603757035474944,Tue May 03 21:00:28 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/wdT5fyi92r', u'indices': [41, 64], u'expanded_url': u'http://pysmpl.com/1TJCvq2', u'display_url': u'pysmpl.com/1TJCvq2'}]"
ryan,1514672784,I like the @cubs a lot / sc- ryan.wrigley / OHS,"Owensboro, KY",Central Time (US & Canada),en,556,1940,16020,Thu Jun 13 23:06:39 +0000 2013,False,False,"RT @nowthisnews: A KKK leader in Virginia has endorsed — who else? — Donald Trump
https://t.co/V5Hg2ocJ2G",727603756355997696,Tue May 03 21:00:28 +0000 2016,0,False,33,en,,[],"[{u'url': u'https://t.co/V5Hg2ocJ2G', u'indices': [82, 105], u'expanded_url': u'https://amp.twimg.com/v/ebbf4a1d-f849-4ae9-bdd8-60707aa5897e', u'display_url': u'amp.twimg.com/v/ebbf4a1d-f84\u2026'}]"
#NeverTrump,602089650,"RIP Tasha. Springboro, Ohio #NeverTrump",The University of Dayton ,Atlantic Time (Canada),en,787,189,54954,Thu Jun 07 16:30:52 +0000 2012,False,False,"RT @brianstelter: This is two and a half minutes of must-see TV. @JakeTapper explaining and debunking the Cruz/Oswald ""story""  https://t.co…",727603756200689664,Tue May 03 21:00:28 +0000 2016,0,False,439,en,,[],"[{u'url': u'https://t.co/JGqJDp9sUj', u'indices': [139, 140], u'expanded_url': u'http://cnn.it/1X77EH5', u'display_url': u'cnn.it/1X77EH5'}]"
Beachgirl,163636661,The good life: Not a race for what's next but an appreciation for what's come before. Cavs - Browns - Buckeyes. Sinatra - U2 - Britney. Conservative.,USA,Quito,en,1678,1906,17230,Tue Jul 06 22:51:36 +0000 2010,False,False,I couldn't agree more...CAN'T and WON'T watch him anymore! @ericbolling is the same story --always pimpin' 4 Trump https://t.co/32Ql2snVcj,727603756066541570,Tue May 03 21:00:28 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/32Ql2snVcj', u'indices': [115, 138], u'expanded_url': u'https://twitter.com/johndalybooks/status/727481694933000192', u'display_url': u'twitter.com/johndalybooks/\u2026'}]"
Miriam Pletan,440861081,Rocky Mountain Teabagger. NRA member. Reagan democrat (Calif. raised). Conservative & constitutional fanatic. Small business owner. Pro-Israel.  #tcot. #LNYHBT,Wonderful Wyoming,Mountain Time (US & Canada),en,1863,2235,15570,Mon Dec 19 13:56:42 +0000 2011,False,False,RT @marklevinshow: Cruz eviscerates Trump as pathological liar and worse https://t.co/IPlcWRwMHK,727603755911258112,Tue May 03 21:00:28 +0000 2016,0,False,342,en,,[],"[{u'url': u'https://t.co/IPlcWRwMHK', u'indices': [73, 96], u'expanded_url': u'http://fb.me/1416p01Hw', u'display_url': u'fb.me/1416p01Hw'}]"
TruckerTitan,2355447596,I'm so UN-PC I use a laptop. Amateur author. short fuse with a twisted sense of humor. This 1984 is just a story? Then your not paying attention. #CruzCrew 100%,,,en,1964,3121,19785,Fri Feb 21 23:10:03 +0000 2014,False,False,"RT @Frappingline: Given enough liberal media rope, guys like Trump reveal themselves. It just jumps out of them. #INPrimary #PJNET https://…",727603755882053632,Tue May 03 21:00:28 +0000 2016,0,False,1,en,,"[{u'indices': [113, 123], u'text': u'INPrimary'}, {u'indices': [124, 130], u'text': u'PJNET'}]","[{u'url': u'https://t.co/dgvegNW6lZ', u'indices': [139, 140], u'expanded_url': u'https://twitter.com/mitchellvii/status/727590555887251457', u'display_url': u'twitter.com/mitchellvii/st\u2026'}]"
Nancy Rodibaugh,3311587398,"All out for Trump, Christian, retired","New Mexico, USA",,en,1595,923,30485,Mon Aug 10 16:18:14 +0000 2015,False,False,"RT @P0TUSTrump: Once Lyin' Ted is eliminated &amp; Donald becomes the Republican Nominee, we must not be satisfied.

OUR GOAL IS TO BEAT HILLAR…",727603755768647680,Tue May 03 21:00:28 +0000 2016,0,False,126,en,,[],[]
Loney Financial,67127115,Loney Financial provides financial wisdom directing our clients to the solutions that will provide financial security and opportunity at low risk.,"Langley, BC. Canada",Pacific Time (US & Canada),en,62,9,2465,Wed Aug 19 21:26:38 +0000 2009,False,False,"https://t.co/m7y866gOKy Worries over China economy sink loonie, stock markets #investors #advisors #loneyfinancial https://t.co/FOyR72Z06q",727603755684868098,Tue May 03 21:00:28 +0000 2016,0,False,0,en,,"[{u'indices': [78, 88], u'text': u'investors'}, {u'indices': [89, 98], u'text': u'advisors'}, {u'indices': [99, 114], u'text': u'loneyfinancial'}]","[{u'url': u'https://t.co/m7y866gOKy', u'indices': [0, 23], u'expanded_url': u'http://ow.ly/4nnW7G', u'display_url': u'ow.ly/4nnW7G'}]"
Val Green,3524589375,"just bimbling along, spinning with the earth",,,en,514,436,6510,Wed Sep 02 15:42:37 +0000 2015,False,False,"RT @brian_bilston: DONALD TRUMPTON

Skew,
Spew,
Barmy Hairdo,
Cut-throat,
Bigot,
and Smug.",727603754896330752,Tue May 03 21:00:28 +0000 2016,0,False,1723,en,,[],[]
Brad Pace,2464083968,|FHS| |Junior| ah❤️ #MAGA,Michigan,,en,564,362,2204,Sat Apr 26 04:39:53 +0000 2014,False,False,"RT @realDonaldTrump: I will defeat Crooked Hillary Clinton on 11/8/2016. #Trump2016
#MakeAmericaGreatAgain https://t.co/HtwD1FGn9e",727603754669740032,Tue May 03 21:00:27 +0000 2016,0,False,10390,en,,"[{u'indices': [73, 83], u'text': u'Trump2016'}, {u'indices': [84, 106], u'text': u'MakeAmericaGreatAgain'}]",[]
Dave Kleikamp,2784924800,"Husband, father, Catholic, software engineer, conservative libertarian, #cruzcrew #NeverTrump",Texas,Central Time (US & Canada),en,158,150,3217,Tue Sep 02 00:24:02 +0000 2014,False,False,"@NolteNC Why must you support the worst possible alternative to Hillary? And, for the record, Trump is just as horrible.",727603754334232576,Tue May 03 21:00:27 +0000 2016,0,False,0,en,,[],[]
Michael Prilla,387359610,,,Atlantic Time (Canada),en,421,2062,34167,Sat Oct 08 22:36:39 +0000 2011,False,False,"Trump: Cruz's dad ""was with"" Lee Harvey Oswald https://t.co/uwpX3l6cLS",727603754225291264,Tue May 03 21:00:27 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/uwpX3l6cLS', u'indices': [47, 70], u'expanded_url': u'http://www.cbsnews.com/news/trump-cruzs-dad-was-with-lee-harvey-oswald', u'display_url': u'cbsnews.com/news/trump-cru\u2026'}]"
Suzanne DJohnson,619572621,"Liberal who loves theatre,film & science - All life is art. I love big dogs. Unite Blue. Rt's are not endorsements.",So Cal,,en,3879,4382,123062,Tue Jun 26 23:03:13 +0000 2012,False,False,"RT @BrennanCenter: ""Americans need to take a deep breath and start trusting democracy."" Read more via @Newsweek: https://t.co/2bmdeWckfj",727603753977700353,Tue May 03 21:00:27 +0000 2016,0,False,5,en,,[],"[{u'url': u'https://t.co/2bmdeWckfj', u'indices': [113, 136], u'expanded_url': u'http://trib.al/f90R8uP', u'display_url': u'trib.al/f90R8uP'}]"
